"id_new","age","gender","tenure","region","dl","has_v_insurance","v_age","v_accident","v_prem_quote","cs_rep"
"a00020849",70,"female",215,10,1,0,"1-2 year","yes",48999.0,122
"a00020850",43,"male",85,28,1,0,"1-2 year","yes",37223.0,122
"a00020851",47,"female",190,28,1,0,"1-2 year","yes",85347.0,122
"a00020852",23,"female",289,45,1,1,"< 1 year","yes",40118.0,151
"a00020853",53,"female",84,37,1,0,"1-2 year","yes",2630.0,122
"a00020854",25,"male",81,28,1,0,"< 1 year","yes",41629.0,163
"a00020855",27,"female",24,37,1,0,"> 2 years","yes",47995.0,154
"a00020856",38,"male",25,38,1,0,"1-2 year","yes",2630.0,163
"a00020857",26,"male",287,28,1,1,"1-2 year","no",44623.0,163
"a00020858",25,"male",276,36,1,0,"< 1 year","yes",40917.0,151
"a00020859",83,"female",70,28,1,1,"1-2 year","no",36539.0,122
"a00020860",28,"female",143,28,1,0,"1-2 year","yes",38946.0,154
"a00020861",73,"male",204,28,1,0,"1-2 year","yes",35268.0,122
"a00020862",23,"female",26,37,1,0,"< 1 year","yes",32311.0,151
"a00020863",43,"male",37,28,1,0,"1-2 year","yes",37776.0,122
"a00020864",38,"male",213,46,1,1,"1-2 year","yes",32850.0,163
"a00020865",47,"female",276,12,1,0,"1-2 year","yes",27971.0,154
"a00020866",41,"male",85,2,1,0,"1-2 year","yes",2630.0,154
"a00020867",75,"male",269,3,1,0,"1-2 year","yes",41063.0,122
"a00020868",41,"male",219,28,1,0,"1-2 year","yes",33827.0,122
"a00020869",23,"female",25,3,1,1,"< 1 year","no",14043.0,151
"a00020870",69,"female",190,28,1,0,"1-2 year","yes",91260.0,122
"a00020871",24,"male",286,8,1,0,"< 1 year","no",34228.0,151
"a00020872",45,"male",184,28,1,0,"> 2 years","yes",52663.0,122
"a00020873",42,"male",34,28,1,0,"1-2 year","yes",42544.0,163
"a00020874",30,"female",171,8,1,0,"1-2 year","yes",57399.0,154
"a00020875",77,"male",84,41,1,1,"1-2 year","no",26521.0,122
"a00020876",52,"female",168,28,1,0,"> 2 years","yes",42192.0,122
"a00020877",40,"female",299,28,1,0,"1-2 year","yes",38622.0,122
"a00020878",23,"male",20,28,1,0,"< 1 year","no",40262.0,154
"a00020879",24,"male",253,41,1,0,"< 1 year","yes",36760.0,163
"a00020880",25,"male",13,24,1,1,"< 1 year","no",25064.0,151
"a00020881",22,"male",194,12,1,0,"< 1 year","yes",31738.0,163
"a00020882",35,"female",144,45,1,1,"1-2 year","no",24569.0,122
"a00020883",53,"male",287,19,1,0,"1-2 year","yes",30875.0,122
"a00020884",79,"female",231,18,1,0,"1-2 year","yes",28734.0,154
"a00020885",67,"female",206,50,1,1,"1-2 year","no",35104.0,122
"a00020886",58,"female",75,28,1,0,"1-2 year","no",35208.0,122
"a00020887",72,"male",288,28,1,0,"1-2 year","yes",49020.0,122
"a00020888",30,"male",49,29,1,0,"1-2 year","yes",21931.0,163
"a00020889",48,"male",258,28,1,0,"1-2 year","yes",26089.0,163
"a00020890",39,"male",260,46,1,0,"1-2 year","yes",32004.0,122
"a00020891",50,"male",133,28,1,0,"> 2 years","yes",32463.0,122
"a00020892",73,"female",22,0,1,0,"> 2 years","yes",2630.0,122
"a00020893",35,"female",226,28,1,0,"1-2 year","no",47870.0,122
"a00020894",66,"female",79,28,1,0,"> 2 years","yes",49868.0,122
"a00020895",26,"male",140,3,1,1,"< 1 year","no",42263.0,151
"a00020896",42,"male",147,28,1,0,"1-2 year","yes",35846.0,163
"a00020897",23,"female",222,3,1,1,"< 1 year","yes",32252.0,151
"a00020898",60,"male",251,28,1,0,"1-2 year","yes",36280.0,122
"a00020899",77,"female",32,28,1,0,"> 2 years","yes",49474.0,122
"a00020900",26,"male",173,6,1,0,"1-2 year","yes",2630.0,163
"a00020901",36,"female",122,28,1,0,"1-2 year","yes",33883.0,122
"a00020902",22,"female",167,13,1,0,"< 1 year","yes",2630.0,163
"a00020903",31,"male",19,28,1,0,"1-2 year","yes",48993.0,122
"a00020904",57,"male",101,50,1,0,"1-2 year","no",27023.0,154
"a00020905",24,"male",109,50,1,1,"< 1 year","no",31357.0,151
"a00020906",43,"male",60,33,1,0,"1-2 year","yes",28885.0,163
"a00020907",23,"female",129,50,1,0,"< 1 year","yes",48086.0,151
"a00020908",27,"female",182,29,1,0,"< 1 year","yes",30628.0,154
"a00020909",26,"female",18,30,1,1,"< 1 year","no",2630.0,151
"a00020910",45,"female",193,28,1,0,"1-2 year","yes",37126.0,163
"a00020911",51,"male",11,28,1,1,"1-2 year","no",30375.0,122
"a00020912",31,"male",228,4,1,0,"1-2 year","no",27615.0,154
"a00020913",41,"female",277,4,1,0,"1-2 year","yes",2630.0,163
"a00020914",44,"male",207,28,1,0,"1-2 year","yes",47172.0,122
"a00020915",23,"female",173,11,1,1,"< 1 year","no",26181.0,151
"a00020916",77,"male",185,41,1,1,"1-2 year","no",55788.0,122
"a00020917",60,"female",156,28,1,1,"1-2 year","no",2630.0,122
"a00020918",39,"female",273,28,1,1,"1-2 year","no",2630.0,122
"a00020919",22,"male",96,45,1,1,"< 1 year","yes",62683.0,163
"a00020920",50,"female",70,23,1,0,"> 2 years","yes",45882.0,154
"a00020921",27,"male",89,26,1,1,"< 1 year","no",32357.0,151
"a00020922",26,"male",152,8,1,0,"1-2 year","yes",60526.0,154
"a00020923",42,"male",33,28,1,0,"1-2 year","yes",31492.0,122
"a00020924",25,"female",284,41,1,1,"< 1 year","no",29089.0,154
"a00020925",33,"male",39,6,1,0,"< 1 year","yes",24284.0,154
"a00020926",54,"female",10,28,1,0,"1-2 year","yes",2630.0,122
"a00020927",44,"female",248,39,1,0,"1-2 year","yes",28848.0,163
"a00020928",43,"male",245,46,1,0,"1-2 year","yes",2630.0,122
"a00020929",37,"male",61,15,1,0,"1-2 year","yes",2630.0,163
"a00020930",23,"female",21,8,1,1,"< 1 year","no",32814.0,151
"a00020931",28,"female",189,36,1,1,"< 1 year","no",2630.0,151
"a00020932",31,"female",95,28,1,0,"< 1 year","yes",42731.0,154
"a00020933",41,"male",245,28,1,0,"1-2 year","yes",35622.0,122
"a00020934",58,"female",157,28,1,0,"> 2 years","yes",43112.0,122
"a00020935",46,"male",153,28,1,0,"1-2 year","yes",72565.0,122
"a00020936",46,"female",24,28,1,0,"1-2 year","yes",34845.0,122
"a00020937",60,"female",226,28,1,0,"1-2 year","yes",35105.0,122
"a00020938",45,"male",203,28,1,0,"1-2 year","yes",47832.0,122
"a00020939",50,"male",76,28,1,1,"1-2 year","no",32801.0,122
"a00020940",41,"female",17,21,1,1,"1-2 year","no",29833.0,154
"a00020941",52,"female",126,28,1,0,"1-2 year","yes",42192.0,122
"a00020942",44,"male",24,15,1,0,"1-2 year","yes",24265.0,163
"a00020943",31,"male",10,28,1,0,"< 1 year","yes",66025.0,154
"a00020944",39,"male",288,39,1,1,"1-2 year","no",2630.0,122
"a00020945",45,"female",167,8,1,0,"1-2 year","no",2630.0,122
"a00020946",23,"female",235,37,1,0,"< 1 year","yes",36489.0,151
"a00020947",21,"female",140,13,1,0,"< 1 year","yes",21378.0,163
"a00020948",39,"male",155,12,1,0,"1-2 year","yes",27287.0,154
"a00020949",29,"female",276,13,1,1,"< 1 year","no",27336.0,151
"a00020950",24,"male",119,28,1,0,"< 1 year","yes",50751.0,163
"a00020951",37,"female",147,28,1,0,"1-2 year","yes",61790.0,122
"a00020952",50,"female",77,50,1,1,"1-2 year","no",28606.0,122
"a00020953",31,"female",281,41,1,0,"< 1 year","yes",20493.0,154
"a00020954",45,"male",295,46,1,0,"1-2 year","yes",26841.0,163
"a00020955",28,"male",250,45,1,1,"< 1 year","no",16771.0,151
"a00020956",42,"female",208,28,1,0,"1-2 year","yes",36067.0,154
"a00020957",24,"female",269,15,1,1,"< 1 year","no",34423.0,151
"a00020958",27,"male",192,21,1,1,"< 1 year","no",30441.0,163
"a00020959",61,"male",215,28,1,0,"1-2 year","yes",47965.0,122
"a00020960",42,"female",119,29,1,0,"> 2 years","yes",57753.0,122
"a00020961",23,"female",202,37,1,0,"< 1 year","no",2630.0,151
"a00020962",66,"male",249,28,1,0,"1-2 year","yes",2630.0,122
"a00020963",37,"female",66,39,1,0,"1-2 year","yes",27198.0,154
"a00020964",53,"male",204,28,1,1,"1-2 year","no",25782.0,154
"a00020965",50,"female",267,28,1,0,"1-2 year","yes",46036.0,122
"a00020966",37,"female",214,28,1,0,"1-2 year","yes",2630.0,122
"a00020967",24,"male",242,15,1,1,"< 1 year","no",2630.0,151
"a00020968",52,"male",119,0,1,0,"1-2 year","yes",2630.0,122
"a00020969",58,"female",230,28,1,0,"> 2 years","yes",41040.0,122
"a00020970",46,"male",109,8,1,0,"1-2 year","yes",38683.0,163
"a00020971",36,"male",230,30,1,0,"1-2 year","yes",14372.0,154
"a00020972",63,"male",163,28,1,0,"1-2 year","yes",26913.0,122
"a00020973",42,"female",72,39,1,0,"1-2 year","yes",32013.0,163
"a00020974",35,"female",245,24,1,1,"1-2 year","yes",34492.0,154
"a00020975",48,"female",17,28,1,0,"1-2 year","yes",38465.0,122
"a00020976",39,"female",266,8,1,0,"1-2 year","yes",2630.0,154
"a00020977",36,"male",251,28,1,0,"1-2 year","yes",34514.0,163
"a00020978",23,"female",137,25,1,0,"< 1 year","no",29057.0,151
"a00020979",35,"male",158,27,1,0,"1-2 year","yes",25749.0,151
"a00020980",52,"male",187,28,1,0,"1-2 year","yes",51171.0,163
"a00020981",61,"female",128,28,1,1,"1-2 year","no",41907.0,122
"a00020982",35,"female",124,28,1,0,"1-2 year","yes",36645.0,122
"a00020983",24,"female",156,29,1,0,"1-2 year","yes",26184.0,154
"a00020984",51,"female",137,28,1,0,"1-2 year","yes",23467.0,163
"a00020985",32,"male",61,11,1,0,"1-2 year","yes",30263.0,163
"a00020986",55,"male",99,30,1,0,"1-2 year","no",2630.0,154
"a00020987",57,"male",169,33,1,0,"1-2 year","yes",32407.0,163
"a00020988",49,"male",80,6,1,0,"1-2 year","yes",32640.0,154
"a00020989",34,"male",154,41,1,0,"1-2 year","yes",34319.0,163
"a00020990",49,"male",246,28,1,0,"1-2 year","yes",28335.0,154
"a00020991",53,"female",168,41,1,0,"1-2 year","yes",53920.0,122
"a00020992",36,"female",239,28,1,1,"1-2 year","no",44520.0,122
"a00020993",24,"female",111,28,1,1,"< 1 year","no",43716.0,151
"a00020994",38,"male",34,0,1,1,"1-2 year","no",2630.0,122
"a00020995",24,"female",150,45,1,1,"< 1 year","no",24210.0,151
"a00020996",34,"female",170,35,1,0,"< 1 year","yes",27401.0,151
"a00020997",34,"male",293,48,1,1,"1-2 year","yes",2630.0,154
"a00020998",41,"female",227,0,1,1,"1-2 year","no",2630.0,122
"a00020999",38,"male",236,48,1,0,"1-2 year","yes",2630.0,154
"a00021000",24,"female",231,16,1,1,"< 1 year","no",31987.0,151
"a00021001",39,"female",68,42,1,1,"1-2 year","no",26987.0,154
"a00021002",76,"female",260,8,1,1,"1-2 year","no",65655.0,122
"a00021003",58,"female",15,28,1,0,"> 2 years","yes",49450.0,122
"a00021004",39,"male",145,45,1,0,"1-2 year","yes",33304.0,154
"a00021005",30,"female",55,0,1,1,"< 1 year","no",2630.0,151
"a00021006",35,"female",165,28,1,0,"1-2 year","yes",25596.0,151
"a00021007",31,"male",211,0,1,1,"< 1 year","no",2630.0,163
"a00021008",23,"female",286,8,1,0,"< 1 year","yes",36848.0,151
"a00021009",58,"female",19,28,1,0,"> 2 years","yes",38087.0,122
"a00021010",57,"male",253,28,1,0,"1-2 year","yes",23650.0,122
"a00021011",32,"female",257,28,1,0,"1-2 year","yes",30425.0,122
"a00021012",80,"male",134,28,1,1,"1-2 year","no",38513.0,122
"a00021013",31,"male",275,28,1,0,"1-2 year","yes",41732.0,154
"a00021014",49,"male",66,28,1,0,"1-2 year","no",43623.0,122
"a00021015",61,"male",35,28,1,1,"1-2 year","no",50847.0,122
"a00021016",24,"male",67,23,1,0,"1-2 year","yes",25445.0,163
"a00021017",61,"female",105,28,1,0,"1-2 year","yes",25096.0,122
"a00021018",47,"male",141,8,1,0,"1-2 year","yes",42545.0,154
"a00021019",62,"female",216,28,1,0,"1-2 year","yes",40486.0,122
"a00021020",27,"male",204,50,1,0,"< 1 year","yes",2630.0,163
"a00021021",24,"female",288,36,1,0,"< 1 year","yes",30184.0,151
"a00021022",56,"female",264,3,1,0,"1-2 year","yes",21790.0,154
"a00021023",38,"male",273,13,1,1,"1-2 year","no",42464.0,154
"a00021024",72,"male",160,28,1,0,"1-2 year","yes",46493.0,122
"a00021025",38,"female",129,32,1,1,"1-2 year","no",30992.0,151
"a00021026",65,"female",42,28,1,1,"1-2 year","no",27941.0,122
"a00021027",24,"female",138,28,1,1,"< 1 year","no",57834.0,151
"a00021028",41,"male",70,28,1,0,"1-2 year","yes",29636.0,151
"a00021029",34,"male",41,28,1,0,"1-2 year","yes",49781.0,122
"a00021030",54,"male",256,28,1,0,"> 2 years","yes",37273.0,122
"a00021031",48,"female",36,28,1,0,"1-2 year","yes",33632.0,122
"a00021032",30,"female",264,37,1,0,"> 2 years","yes",41424.0,154
"a00021033",45,"male",119,0,1,0,"1-2 year","yes",2630.0,122
"a00021034",46,"female",286,28,1,0,"1-2 year","yes",41734.0,122
"a00021035",33,"male",267,28,1,0,"< 1 year","yes",32820.0,154
"a00021036",28,"female",192,7,1,0,"1-2 year","yes",28066.0,154
"a00021037",36,"male",240,46,1,0,"1-2 year","yes",30573.0,122
"a00021038",24,"male",224,37,1,0,"< 1 year","yes",27300.0,151
"a00021039",48,"male",240,14,1,0,"1-2 year","no",30671.0,154
"a00021040",24,"female",132,16,1,0,"< 1 year","yes",40976.0,151
"a00021041",53,"female",292,0,1,0,"1-2 year","yes",2630.0,122
"a00021042",67,"female",24,28,1,0,"1-2 year","yes",33781.0,122
"a00021043",28,"male",231,28,1,0,"1-2 year","yes",2630.0,154
"a00021044",23,"male",258,19,1,0,"< 1 year","no",28980.0,151
"a00021045",46,"male",148,28,1,0,"1-2 year","no",28349.0,122
"a00021046",43,"male",162,28,1,1,"1-2 year","no",36224.0,122
"a00021047",56,"female",171,0,1,0,"1-2 year","yes",2630.0,122
"a00021048",61,"female",295,28,1,1,"1-2 year","no",26528.0,122
"a00021049",23,"female",234,28,1,0,"< 1 year","yes",45073.0,122
"a00021050",30,"male",96,28,1,1,"< 1 year","no",28978.0,151
"a00021051",42,"male",37,41,1,0,"1-2 year","yes",27162.0,154
"a00021052",23,"female",13,28,1,0,"< 1 year","yes",2630.0,163
"a00021053",64,"female",218,28,1,0,"> 2 years","yes",34608.0,122
"a00021054",28,"male",153,14,1,1,"< 1 year","no",37329.0,151
"a00021055",63,"female",11,18,1,1,"1-2 year","no",34880.0,122
"a00021056",50,"male",41,28,1,1,"1-2 year","no",115092.0,122
"a00021057",62,"female",142,28,1,0,"1-2 year","yes",43189.0,122
"a00021058",24,"male",163,28,1,0,"< 1 year","yes",38483.0,122
"a00021059",36,"female",229,46,1,0,"1-2 year","yes",28172.0,154
"a00021060",53,"male",221,28,1,0,"1-2 year","no",40665.0,122
"a00021061",35,"male",122,23,1,0,"1-2 year","yes",33573.0,163
"a00021062",33,"female",198,28,1,0,"< 1 year","no",34499.0,154
"a00021063",49,"male",38,28,1,0,"1-2 year","yes",30924.0,122
"a00021064",38,"female",133,8,1,0,"1-2 year","yes",31235.0,151
"a00021065",48,"female",67,28,1,0,"1-2 year","yes",2630.0,154
"a00021066",29,"female",293,28,1,0,"1-2 year","no",30034.0,154
"a00021067",30,"male",21,8,1,0,"1-2 year","no",2630.0,163
"a00021068",24,"female",164,29,1,1,"< 1 year","no",36724.0,151
"a00021069",51,"female",261,43,1,0,"1-2 year","yes",35539.0,122
"a00021070",24,"female",260,15,1,0,"< 1 year","yes",36229.0,151
"a00021071",69,"female",278,28,1,1,"1-2 year","no",2630.0,122
"a00021072",75,"male",31,28,1,0,"> 2 years","yes",39641.0,122
"a00021073",40,"male",108,28,1,0,"1-2 year","yes",33630.0,122
"a00021074",48,"male",280,28,1,0,"> 2 years","yes",2630.0,122
"a00021075",56,"female",112,8,1,1,"1-2 year","no",31695.0,122
"a00021076",53,"male",160,28,1,0,"1-2 year","yes",24817.0,154
"a00021077",40,"male",228,0,1,0,"1-2 year","yes",36060.0,122
"a00021078",48,"female",242,28,1,0,"1-2 year","yes",32960.0,122
"a00021079",37,"male",277,30,1,0,"1-2 year","yes",19347.0,154
"a00021080",38,"male",175,28,1,0,"> 2 years","yes",32713.0,122
"a00021081",36,"male",169,17,1,0,"> 2 years","yes",25292.0,154
"a00021082",32,"male",236,38,1,0,"< 1 year","no",32353.0,154
"a00021083",59,"male",289,28,1,0,"1-2 year","yes",2630.0,163
"a00021084",29,"male",128,28,1,0,"> 2 years","yes",68284.0,122
"a00021085",24,"female",256,15,1,0,"< 1 year","no",32573.0,151
"a00021086",52,"male",217,46,1,1,"1-2 year","no",19370.0,154
"a00021087",28,"male",184,41,1,0,"1-2 year","yes",33626.0,154
"a00021088",46,"male",229,8,1,1,"1-2 year","no",41228.0,122
"a00021089",44,"female",182,28,1,0,"1-2 year","yes",67396.0,122
"a00021090",44,"male",236,14,1,0,"1-2 year","no",47922.0,154
"a00021091",23,"male",164,18,1,1,"< 1 year","no",36451.0,151
"a00021092",77,"male",79,28,1,0,"> 2 years","yes",46767.0,122
"a00021093",36,"male",13,30,1,0,"1-2 year","yes",2630.0,163
"a00021094",42,"female",162,28,1,1,"1-2 year","no",27156.0,122
"a00021095",23,"male",15,46,1,1,"< 1 year","no",26062.0,151
"a00021096",24,"female",132,8,1,1,"< 1 year","no",28972.0,154
"a00021097",34,"male",113,28,1,0,"1-2 year","yes",40951.0,122
"a00021098",28,"female",134,15,1,1,"< 1 year","no",33506.0,151
"a00021099",42,"male",217,28,1,0,"1-2 year","yes",27801.0,122
"a00021100",40,"male",124,46,1,0,"1-2 year","yes",23657.0,163
"a00021101",44,"female",55,28,1,0,"1-2 year","yes",43829.0,122
"a00021102",37,"male",161,28,1,0,"1-2 year","yes",31798.0,122
"a00021103",23,"male",68,32,1,0,"< 1 year","yes",2630.0,163
"a00021104",24,"male",27,15,1,1,"< 1 year","no",28672.0,151
"a00021105",31,"female",205,28,1,0,"1-2 year","yes",69856.0,122
"a00021106",31,"male",244,48,1,0,"1-2 year","yes",33120.0,163
"a00021107",71,"male",107,18,1,1,"1-2 year","no",37334.0,122
"a00021108",57,"male",206,8,1,0,"> 2 years","yes",2630.0,163
"a00021109",24,"female",285,16,1,1,"< 1 year","no",20295.0,122
"a00021110",54,"male",220,28,1,0,"1-2 year","yes",33978.0,122
"a00021111",37,"male",69,29,1,0,"1-2 year","yes",2630.0,163
"a00021112",34,"male",59,24,1,0,"1-2 year","yes",44312.0,122
"a00021113",41,"male",217,8,1,0,"1-2 year","yes",38816.0,122
"a00021114",50,"male",96,36,1,0,"1-2 year","yes",38391.0,154
"a00021115",48,"female",156,15,1,0,"1-2 year","yes",34102.0,122
"a00021116",65,"male",47,28,1,0,"1-2 year","yes",46287.0,122
"a00021117",23,"female",244,40,1,0,"< 1 year","yes",26053.0,151
"a00021118",26,"male",123,30,1,0,"< 1 year","yes",2630.0,163
"a00021119",76,"female",37,28,1,0,"1-2 year","yes",51818.0,122
"a00021120",33,"female",293,36,1,1,"< 1 year","no",2630.0,151
"a00021121",32,"female",238,28,1,0,"< 1 year","yes",78299.0,122
"a00021122",24,"female",168,47,1,1,"1-2 year","yes",20488.0,154
"a00021123",25,"female",155,52,1,0,"< 1 year","no",39428.0,151
"a00021124",24,"female",174,8,1,0,"< 1 year","yes",45587.0,151
"a00021125",55,"male",67,0,1,0,"1-2 year","no",2630.0,163
"a00021126",52,"male",91,28,1,0,"1-2 year","yes",21587.0,122
"a00021127",26,"male",126,30,1,1,"< 1 year","no",26670.0,151
"a00021128",32,"female",292,3,1,0,"1-2 year","yes",37656.0,163
"a00021129",37,"female",136,19,1,0,"1-2 year","yes",33965.0,122
"a00021130",28,"female",177,15,1,1,"1-2 year","no",31838.0,122
"a00021131",43,"female",231,28,1,0,"1-2 year","yes",53869.0,122
"a00021132",37,"male",24,28,1,0,"1-2 year","yes",38831.0,154
"a00021133",29,"female",143,15,1,1,"< 1 year","no",26829.0,151
"a00021134",54,"male",258,28,1,1,"1-2 year","yes",39309.0,122
"a00021135",67,"male",99,0,1,0,"1-2 year","yes",2630.0,122
"a00021136",45,"female",122,28,1,1,"1-2 year","no",47959.0,122
"a00021137",29,"male",102,22,1,1,"< 1 year","no",44436.0,151
"a00021138",63,"female",244,0,1,1,"1-2 year","no",2630.0,122
"a00021139",26,"female",236,46,1,0,"1-2 year","yes",25323.0,154
"a00021140",54,"male",69,48,1,0,"1-2 year","yes",2630.0,163
"a00021141",68,"female",201,28,1,0,"> 2 years","yes",38572.0,122
"a00021142",38,"male",102,26,1,0,"> 2 years","yes",38504.0,154
"a00021143",48,"female",40,0,1,1,"1-2 year","no",2630.0,122
"a00021144",75,"male",97,28,1,1,"1-2 year","no",52972.0,122
"a00021145",52,"male",155,28,1,0,"1-2 year","yes",26736.0,122
"a00021146",53,"male",70,28,1,1,"1-2 year","no",51316.0,122
"a00021147",52,"male",184,7,1,0,"1-2 year","yes",34055.0,122
"a00021148",24,"female",87,28,1,1,"< 1 year","no",54122.0,151
"a00021149",38,"male",299,30,1,1,"1-2 year","no",26381.0,154
"a00021150",55,"male",86,28,1,1,"1-2 year","no",64301.0,122
"a00021151",23,"male",135,50,1,0,"< 1 year","yes",29037.0,151
"a00021152",67,"male",29,28,1,0,"1-2 year","yes",53757.0,122
"a00021153",24,"female",62,33,1,0,"< 1 year","yes",2630.0,151
"a00021154",64,"female",63,28,1,1,"1-2 year","no",21031.0,122
"a00021155",49,"female",10,28,1,0,"1-2 year","yes",38214.0,122
"a00021156",30,"female",290,41,1,0,"1-2 year","yes",30803.0,154
"a00021157",24,"male",171,47,1,1,"< 1 year","no",32712.0,151
"a00021158",23,"female",247,8,1,1,"< 1 year","no",30713.0,151
"a00021159",24,"male",258,35,1,1,"< 1 year","no",31532.0,151
"a00021160",24,"female",182,2,1,1,"< 1 year","no",37337.0,151
"a00021161",45,"male",95,28,1,0,"1-2 year","yes",46416.0,122
"a00021162",33,"male",90,28,1,0,"1-2 year","yes",2630.0,163
"a00021163",41,"female",121,15,1,0,"1-2 year","yes",36405.0,154
"a00021164",68,"male",93,28,1,0,"1-2 year","yes",48701.0,163
"a00021165",35,"female",10,8,1,0,"1-2 year","yes",38628.0,154
"a00021166",31,"female",141,28,1,0,"< 1 year","yes",23893.0,122
"a00021167",24,"female",196,15,1,0,"< 1 year","yes",43854.0,151
"a00021168",21,"male",299,18,1,0,"1-2 year","yes",21855.0,154
"a00021169",23,"female",41,2,1,1,"< 1 year","no",30478.0,151
"a00021170",31,"female",228,9,1,0,"1-2 year","yes",37479.0,154
"a00021171",30,"male",155,28,1,0,"< 1 year","yes",35069.0,122
"a00021172",45,"male",206,28,1,0,"1-2 year","yes",60660.0,122
"a00021173",70,"female",140,28,1,1,"1-2 year","no",32181.0,122
"a00021174",41,"female",39,28,1,0,"> 2 years","yes",39960.0,122
"a00021175",67,"male",41,28,1,0,"> 2 years","yes",46670.0,122
"a00021176",46,"female",171,28,1,0,"> 2 years","yes",39232.0,122
"a00021177",23,"female",240,50,1,0,"< 1 year","yes",24120.0,151
"a00021178",42,"male",197,28,1,0,"1-2 year","yes",38900.0,122
"a00021179",71,"female",262,28,1,0,"> 2 years","yes",46308.0,122
"a00021180",57,"male",50,28,1,0,"> 2 years","yes",2630.0,122
"a00021181",39,"male",196,8,1,0,"1-2 year","yes",35046.0,154
"a00021182",80,"female",271,28,1,0,"> 2 years","yes",50108.0,122
"a00021183",44,"female",71,28,1,0,"1-2 year","yes",39641.0,122
"a00021184",34,"male",201,28,1,0,"1-2 year","yes",41564.0,154
"a00021185",45,"female",189,30,1,0,"1-2 year","yes",21293.0,163
"a00021186",24,"female",207,45,1,1,"< 1 year","no",27786.0,151
"a00021187",45,"female",234,19,1,0,"> 2 years","yes",44364.0,154
"a00021188",53,"male",52,28,1,0,"1-2 year","yes",30076.0,122
"a00021189",39,"female",228,28,1,1,"1-2 year","no",51686.0,122
"a00021190",38,"male",64,28,1,0,"1-2 year","yes",2630.0,122
"a00021191",44,"female",233,28,1,1,"1-2 year","yes",44792.0,122
"a00021192",71,"male",294,28,1,0,"1-2 year","yes",39409.0,122
"a00021193",27,"female",189,28,1,0,"< 1 year","yes",50126.0,122
"a00021194",55,"female",200,28,1,1,"1-2 year","no",20443.0,122
"a00021195",23,"female",272,44,1,0,"< 1 year","yes",32927.0,151
"a00021196",37,"male",233,24,1,0,"1-2 year","yes",21620.0,163
"a00021197",80,"female",206,28,1,0,"1-2 year","no",53651.0,122
"a00021198",35,"male",79,28,1,0,"1-2 year","yes",24754.0,122
"a00021199",23,"male",237,41,1,1,"< 1 year","no",29045.0,151
"a00021200",25,"female",97,7,1,0,"< 1 year","yes",40477.0,151
"a00021201",41,"female",283,8,1,0,"1-2 year","yes",29194.0,154
"a00021202",43,"female",23,33,1,1,"1-2 year","no",45542.0,122
"a00021203",47,"male",234,28,1,1,"1-2 year","no",39560.0,122
"a00021204",37,"female",168,28,1,0,"1-2 year","no",31089.0,154
"a00021205",60,"female",274,0,1,0,"1-2 year","yes",2630.0,122
"a00021206",47,"male",21,28,1,0,"1-2 year","yes",44347.0,163
"a00021207",34,"male",288,15,1,1,"1-2 year","no",2630.0,151
"a00021208",23,"female",33,8,1,0,"< 1 year","no",60441.0,151
"a00021209",43,"female",171,28,1,1,"1-2 year","no",38072.0,122
"a00021210",30,"male",150,40,1,0,"1-2 year","yes",2630.0,163
"a00021211",72,"male",146,28,1,1,"1-2 year","yes",53655.0,122
"a00021212",73,"male",102,28,1,1,"1-2 year","no",69815.0,122
"a00021213",61,"male",162,28,1,0,"1-2 year","yes",2630.0,163
"a00021214",52,"male",14,28,1,0,"> 2 years","yes",2630.0,154
"a00021215",73,"female",242,33,1,0,"> 2 years","yes",27841.0,122
"a00021216",35,"male",25,28,1,0,"1-2 year","yes",31394.0,154
"a00021217",70,"male",20,28,1,1,"1-2 year","no",70112.0,122
"a00021218",45,"male",161,30,1,0,"1-2 year","yes",36278.0,154
"a00021219",37,"male",258,24,1,0,"1-2 year","yes",37833.0,154
"a00021220",47,"male",272,28,1,0,"1-2 year","yes",51435.0,122
"a00021221",42,"female",110,37,1,1,"1-2 year","no",27414.0,122
"a00021222",52,"male",181,46,1,0,"1-2 year","yes",60765.0,154
"a00021223",68,"female",221,13,1,0,"1-2 year","yes",19627.0,154
"a00021224",75,"female",276,28,1,0,"1-2 year","yes",27569.0,122
"a00021225",52,"male",118,28,1,0,"1-2 year","no",31474.0,154
"a00021226",59,"female",288,28,1,0,"1-2 year","yes",2630.0,122
"a00021227",60,"male",153,15,1,0,"1-2 year","yes",2630.0,154
"a00021228",41,"male",48,28,1,0,"1-2 year","yes",35762.0,122
"a00021229",42,"male",185,29,1,0,"1-2 year","yes",24225.0,154
"a00021230",52,"male",234,28,1,1,"1-2 year","no",41548.0,122
"a00021231",40,"male",224,47,1,0,"1-2 year","yes",2630.0,163
"a00021232",38,"female",204,39,1,0,"1-2 year","yes",2630.0,154
"a00021233",71,"female",63,28,1,1,"1-2 year","no",40177.0,122
"a00021234",47,"male",241,28,1,0,"1-2 year","yes",43316.0,122
"a00021235",58,"female",208,33,1,0,"1-2 year","yes",37081.0,122
"a00021236",22,"male",29,47,1,0,"1-2 year","yes",34300.0,154
"a00021237",29,"male",77,32,1,0,"1-2 year","yes",28871.0,154
"a00021238",79,"female",129,28,1,0,"> 2 years","yes",43831.0,122
